MSSubClass,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtFinType1,TotalBsmtSF,HeatingQC,GrLivArea,BsmtFullBath,FullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SalePrice,outdoorAreaSF
20,78,10335,Sawyer,1Story,5,6,1968,Plywood,Plywood,None,0,CBlock,TA,Rec,1461,Gd,1721,0,2,3,TA,7,1,TA,Attchd,RFn,2,440,7,2006,180000,276
20,80,10400,NWAmes,1Story,7,6,1970,Plywood,Plywood,BrkFace,288,PConc,TA,Unf,1304,Gd,1682,0,2,3,TA,7,1,Gd,Attchd,Unf,2,530,5,2008,174000,98
20,90.41860465,10355,NAmes,1Story,5,5,1967,MetalSd,MetalSd,BrkFace,196,CBlock,TA,BLQ,1214,TA,1214,0,2,3,TA,5,1,Fa,Attchd,RFn,1,318,7,2007,143000,111
90,82,11070,Mitchel,1Story,7,5,1988,VinylSd,VinylSd,BrkFace,70,CBlock,TA,Unf,1907,Gd,1959,0,3,5,TA,9,0,none,2Types,Unf,3,766,7,2006,171000,0
60,73,9066,CollgCr,2Story,8,5,1999,VinylSd,VinylSd,BrkFace,320,PConc,Gd,GLQ,1004,Ex,1852,0,2,3,Gd,7,2,TA,Attchd,Fin,3,660,12,2008,230000,330
60,65,15426,CollgCr,2Story,6,5,1997,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,928,Ex,1764,1,2,3,Gd,7,0,none,Attchd,RFn,2,470,8,2009,231500,375
20,70,10500,NAmes,1Story,4,5,1971,HdBoard,HdBoard,None,0,CBlock,TA,ALQ,864,TA,864,0,1,3,TA,5,1,Po,none,none,0,0,4,2010,115000,0
20,78,11645,CollgCr,1Story,7,5,2005,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1734,Ex,1734,1,2,3,Gd,7,0,none,Attchd,Fin,2,660,1,2006,260000,184
50,71,8520,NAmes,1.5Fin,5,4,1952,BrkFace,Wd Sdng,None,0,CBlock,TA,Rec,910,Fa,1385,0,2,4,TA,6,0,none,Detchd,Unf,2,720,6,2010,166000,0
20,78,10335,CollgCr,1Story,7,5,1999,VinylSd,VinylSd,BrkFace,183,PConc,Gd,GLQ,1490,Ex,1501,1,2,3,Gd,6,0,none,Attchd,RFn,2,577,6,2009,204000,173
90,70,9100,Sawyer,1Story,5,5,1963,HdBoard,HdBoard,BrkFace,336,CBlock,TA,Rec,1728,TA,1728,1,2,6,TA,10,0,none,Detchd,Unf,2,504,11,2006,125000,0
160,24,2522,Edwards,2Story,6,5,2004,VinylSd,VinylSd,Stone,50,PConc,Gd,Unf,970,Ex,1709,0,2,3,Gd,7,0,none,Detchd,Unf,2,380,4,2006,130000,40
30,51,6120,BrkSide,1Story,5,7,1931,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,BLQ,715,TA,875,1,1,2,TA,5,0,none,Detchd,Unf,1,180,11,2009,105000,48
60,90.41860465,9505,Gilbert,2Story,7,5,2001,VinylSd,VinylSd,BrkFace,180,PConc,Gd,Unf,884,Ex,2035,0,2,3,Gd,8,1,Gd,BuiltIn,Fin,2,434,5,2010,222500,192
20,63,7500,SawyerW,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,120,PConc,Gd,GLQ,1080,Ex,1080,1,1,3,Gd,6,0,none,none,none,0,0,4,2008,141000,0
50,90.41860465,6240,BrkSide,1.5Fin,5,4,1936,MetalSd,MetalSd,None,0,BrkTil,Gd,Unf,896,Gd,1344,0,1,3,TA,7,0,none,Detchd,Unf,1,240,4,2006,115000,314
20,120,10356,CollgCr,1Story,5,6,1975,HdBoard,HdBoard,None,0,CBlock,TA,BLQ,969,TA,969,0,1,3,TA,5,0,none,Attchd,Unf,2,440,1,2007,122000,0
20,107,13891,NridgHt,1Story,8,5,2007,VinylSd,VinylSd,Stone,436,PConc,Ex,GLQ,1710,Ex,1710,1,2,2,Gd,6,1,Gd,Attchd,RFn,3,866,1,2008,372402,102
60,90.41860465,14803,NWAmes,2Story,6,5,1971,HdBoard,HdBoard,BrkFace,252,CBlock,TA,Rec,825,Gd,1993,0,2,4,TA,8,1,Gd,Attchd,RFn,2,495,6,2006,190000,66
20,90.41860465,13500,ClearCr,1Story,6,7,1960,BrkFace,Plywood,None,0,CBlock,Gd,BLQ,1602,Gd,1252,1,1,1,TA,4,1,Gd,Attchd,RFn,2,564,3,2008,235000,409
30,84,11340,OldTown,1Story,6,5,1923,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,1200,TA,1200,0,1,4,TA,7,0,none,Detchd,Unf,1,312,3,2006,125000,228
50,60,9600,Edwards,1.5Fin,6,5,1924,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,572,Fa,1096,0,1,2,TA,5,0,none,none,none,0,0,4,2008,79000,136
60,92,12003,Timber,2Story,8,5,2009,VinylSd,VinylSd,BrkFace,84,PConc,Ex,Unf,774,Ex,1968,0,2,4,Ex,8,1,Gd,BuiltIn,Fin,3,680,5,2010,269500,75
60,100,12552,Somerst,2Story,7,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,991,Ex,1947,0,2,3,Gd,8,1,Gd,Attchd,RFn,2,678,5,2010,254900,136
60,134,19378,Gilbert,2Story,7,5,2005,VinylSd,VinylSd,BrkFace,456,PConc,Gd,GLQ,1392,Ex,2462,1,2,4,Gd,9,1,Gd,Attchd,RFn,2,576,3,2006,320000,371
20,90.41860465,11120,Veenker,1Story,6,6,1984,Plywood,Plywood,None,0,PConc,Gd,BLQ,1232,TA,1232,0,2,3,TA,6,0,none,Attchd,Unf,2,516,6,2008,162500,0
60,110,13688,NridgHt,2Story,9,5,2003,VinylSd,VinylSd,BrkFace,664,PConc,Ex,GLQ,1572,Ex,2668,1,2,3,Ex,10,2,Gd,BuiltIn,Fin,3,726,3,2008,412500,400
20,95,12182,NridgHt,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,226,PConc,Gd,BLQ,1541,Ex,1541,0,2,3,Gd,7,1,Gd,Attchd,RFn,2,532,5,2010,220000,70
45,55,5500,OldTown,1.5Unf,4,6,1956,MetalSd,MetalSd,None,0,CBlock,TA,Unf,882,Ex,882,0,1,1,TA,4,0,none,none,none,0,0,4,2007,103200,0
40,40,5400,OldTown,1Story,6,7,1926,MetalSd,MetalSd,None,0,BrkTil,TA,LwQ,1149,Gd,1616,0,2,3,Gd,5,0,none,Detchd,Unf,1,216,10,2007,152000,183
190,62,10106,Edwards,1.5Fin,5,7,1940,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,ALQ,644,Gd,1355,1,2,4,TA,6,0,none,none,none,0,0,9,2008,127500,140
20,90.41860465,10708,ClearCr,1Story,5,5,1955,Wd Sdng,Wd Sdng,None,0,CBlock,TA,LwQ,1617,Ex,1867,1,1,2,TA,7,3,Gd,Attchd,Fin,1,303,11,2009,190000,618
60,86,10562,NridgHt,2Story,8,5,2007,VinylSd,VinylSd,Stone,300,PConc,Ex,GLQ,1582,Ex,2161,1,1,3,Ex,8,1,Gd,Attchd,Fin,3,789,11,2007,325624,298
60,62,8244,Gilbert,2Story,7,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,Unf,840,Ex,1720,0,2,3,Gd,7,1,Gd,Attchd,Fin,2,440,5,2007,183500,148
20,90.41860465,16669,Timber,1Story,8,6,1981,Plywood,Plywood,BrkFace,653,CBlock,Gd,Unf,1686,TA,1707,0,2,2,TA,6,1,TA,Attchd,RFn,2,511,1,2006,228000,638
50,90.41860465,12358,OldTown,1.5Fin,5,6,1941,MetalSd,MetalSd,None,0,CBlock,TA,Rec,720,TA,1382,0,1,2,TA,7,0,none,Detchd,Unf,2,660,5,2007,128500,237
20,141,31770,NAmes,1Story,6,5,1960,BrkFace,Plywood,Stone,112,CBlock,TA,BLQ,1080,Fa,1656,1,1,3,TA,7,2,Gd,Attchd,Fin,2,528,5,2010,215000,272
160,44,5306,StoneBr,2Story,7,7,1987,HdBoard,HdBoard,None,0,PConc,Gd,GLQ,1064,Gd,1767,1,2,2,Gd,5,1,TA,Attchd,RFn,2,504,6,2006,239000,476
20,80,10197,NAmes,1Story,6,5,1961,WdShing,Wd Shng,BrkCmn,491,CBlock,TA,ALQ,1362,TA,1362,1,1,3,TA,6,1,TA,Attchd,Unf,2,504,6,2008,163000,20
20,47,12416,Timber,1Story,6,5,1986,VinylSd,Plywood,Stone,132,CBlock,Gd,ALQ,1606,TA,1651,1,2,3,TA,7,1,TA,Attchd,Fin,2,616,11,2008,184000,192
20,84,12615,Edwards,1Story,6,7,1950,WdShing,Wd Shng,None,0,CBlock,TA,ALQ,1202,TA,2158,1,2,4,Gd,7,1,Gd,Attchd,Unf,2,576,6,2007,243000,68
60,97,10029,ClearCr,2Story,6,5,1988,Plywood,Plywood,BrkFace,268,PConc,Gd,GLQ,1151,TA,2060,0,2,4,TA,8,1,TA,Attchd,Unf,2,521,9,2007,211000,420
50,90.41860465,13650,Sawyer,1.5Fin,5,5,1958,MetalSd,MetalSd,None,0,CBlock,TA,ALQ,1052,Ex,1920,1,2,4,Gd,8,1,Gd,Attchd,Unf,2,451,7,2006,172500,0
20,63,17423,StoneBr,1Story,9,5,2008,VinylSd,VinylSd,Stone,748,PConc,Ex,GLQ,2216,Ex,2234,1,2,1,Ex,9,1,Gd,Attchd,Fin,3,1166,7,2009,501837,60
30,60,8520,OldTown,1Story,5,6,1923,Wd Sdng,Wd Sdng,None,0,CBlock,TA,Unf,968,TA,968,0,1,2,TA,5,0,none,Detchd,Unf,2,480,7,2007,100000,184
160,90.41860465,2117,Somerst,2Story,6,5,2000,MetalSd,MetalSd,BrkFace,456,PConc,Gd,GLQ,756,Ex,1525,0,2,3,Gd,5,1,TA,Detchd,Unf,2,440,6,2007,177000,0
70,54,7588,Crawfor,2Story,7,6,1920,Stucco,Stucco,None,0,BrkTil,Fa,LwQ,793,Gd,1802,0,1,4,TA,9,1,Gd,Detchd,Unf,1,216,7,2006,200100,40
50,63,11426,OldTown,1.5Fin,7,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1362,Ex,2082,0,2,3,Gd,6,0,none,Detchd,Unf,2,484,6,2008,200000,518
50,92,7438,BrkSide,1.5Fin,5,8,1908,AsbShng,Plywood,None,0,PConc,Fa,Unf,504,Gd,1252,0,1,3,TA,5,0,none,Attchd,Unf,2,576,6,2006,127000,104
75,90,22950,OldTown,2.5Fin,10,9,1892,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,1107,Ex,3608,0,2,4,Ex,12,2,TA,Detchd,Unf,3,840,6,2006,475000,670
80,90.41860465,9947,Mitchel,SLvl,7,5,1990,HdBoard,HdBoard,None,0,PConc,Gd,GLQ,1188,Ex,1217,1,2,3,Gd,6,0,none,Attchd,Unf,2,497,6,2009,173000,195
50,60,10410,OldTown,1.5Fin,5,7,1916,HdBoard,HdBoard,None,0,CBlock,Fa,Unf,660,Ex,1656,0,2,3,TA,8,0,none,Detchd,Unf,1,180,8,2009,135000,0
90,64,7018,SawyerW,SFoyer,5,5,1979,Plywood,Plywood,Stone,275,CBlock,Gd,GLQ,1086,TA,1224,2,0,2,TA,6,2,TA,Detchd,Unf,2,528,6,2009,153337,120
120,41,4923,StoneBr,1Story,8,5,2001,CemntBd,CmentBd,None,0,PConc,Ex,GLQ,1593,Ex,1593,1,1,0,Ex,5,1,Gd,Attchd,Fin,2,682,8,2008,286000,344
70,70,10570,Crawfor,2Story,8,8,1932,BrkFace,BrkFace,None,0,CBlock,Gd,Rec,853,TA,2727,0,2,3,Gd,10,2,TA,Detchd,Unf,2,440,12,2007,315000,74
60,90.41860465,7472,NAmes,2Story,7,9,1972,HdBoard,HdBoard,BrkFace,138,CBlock,TA,ALQ,725,Gd,1479,1,1,4,Gd,7,0,none,Attchd,Fin,2,484,6,2007,184000,32
20,68,9017,CollgCr,1Story,7,5,1999,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1431,Ex,1431,1,2,3,Gd,6,0,none,Attchd,Fin,2,666,9,2009,192000,35
160,24,2522,Edwards,2Story,7,5,2004,VinylSd,VinylSd,Stone,50,PConc,Gd,Unf,970,Ex,1709,0,2,3,Gd,7,0,none,Detchd,Unf,2,380,5,2006,130000,40
20,60,7180,CollgCr,1Story,5,7,1972,HdBoard,HdBoard,None,0,CBlock,TA,ALQ,864,TA,864,0,1,3,TA,5,0,none,Detchd,Unf,1,352,5,2008,127000,0
160,24,2280,NPkVill,2Story,6,6,1976,Plywood,Brk Cmn,None,0,CBlock,Gd,ALQ,855,TA,1456,0,2,3,TA,7,1,TA,Attchd,Unf,2,440,7,2009,148500,87
20,79,9416,Somerst,1Story,7,5,2007,CemntBd,CmentBd,Stone,205,PConc,Ex,GLQ,1726,Ex,1726,1,2,3,Ex,8,1,Gd,Attchd,Fin,3,786,9,2007,311872,575
75,174,25419,NAmes,2Story,8,4,1918,Stucco,Stucco,None,0,PConc,TA,GLQ,1360,Gd,3112,1,2,4,Gd,8,1,Ex,Detchd,Unf,2,795,3,2006,235000,568
75,92,5520,OldTown,2.5Fin,6,6,1912,Wd Sdng,Wd Sdng,None,0,CBlock,TA,Unf,755,Ex,2229,0,1,5,TA,8,0,none,none,none,0,0,7,2009,104000,228
20,76,9591,NridgHt,1Story,8,5,2004,VinylSd,VinylSd,BrkFace,262,PConc,Ex,GLQ,1713,Ex,1713,1,2,3,Ex,7,1,Gd,Attchd,Fin,3,856,1,2009,274900,196
20,80,8546,Edwards,1Story,4,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1121,Ex,1121,0,2,2,TA,5,0,none,Attchd,RFn,2,440,3,2010,140000,196
20,75,10125,Mitchel,1Story,6,6,1977,Plywood,Plywood,None,0,CBlock,TA,ALQ,1196,TA,1279,0,2,3,TA,6,2,Fa,Detchd,Unf,2,473,2,2008,171500,321
50,50,7000,OldTown,1.5Fin,6,6,1924,MetalSd,MetalSd,None,0,BrkTil,Fa,LwQ,617,Gd,1310,0,2,2,TA,6,0,none,Attchd,Unf,1,398,5,2006,112000,126
120,90.41860465,4438,CollgCr,1Story,6,5,2004,VinylSd,VinylSd,BrkFace,205,PConc,Gd,GLQ,848,Ex,848,1,1,1,Gd,3,1,Gd,Attchd,RFn,2,420,1,2008,149000,149
50,50,3500,OldTown,1.5Fin,5,7,1947,AsbShng,AsbShng,None,0,CBlock,TA,LwQ,720,TA,1284,0,1,2,TA,5,0,none,Detchd,Unf,1,240,4,2009,110000,35
20,99,11851,Gilbert,1Story,7,5,1990,HdBoard,HdBoard,None,0,PConc,Gd,Unf,1424,Ex,1442,0,2,3,TA,5,0,none,Attchd,RFn,2,500,5,2009,180500,34
20,40,13673,Sawyer,1Story,5,5,1962,HdBoard,HdBoard,None,0,CBlock,TA,Unf,1140,TA,1696,0,1,3,TA,8,1,TA,Attchd,RFn,1,349,3,2007,143900,30
20,90.41860465,12493,NAmes,1Story,4,5,1960,Wd Sdng,Wd Sdng,None,0,PConc,TA,ALQ,1100,TA,1100,1,1,3,TA,6,1,Po,Attchd,RFn,1,312,4,2008,141000,355
60,90.41860465,14364,SawyerW,2Story,7,5,1988,Plywood,Plywood,BrkFace,128,CBlock,Gd,GLQ,1157,Ex,2062,1,2,3,TA,7,1,Gd,Attchd,Fin,2,454,4,2007,277000,269
20,75,8250,NAmes,1Story,6,7,1964,HdBoard,HdBoard,Stone,260,CBlock,Gd,Rec,1092,Ex,1092,1,1,3,TA,6,0,none,Attchd,RFn,2,504,7,2008,145000,0
30,67,5604,Edwards,1Story,5,6,1925,Stucco,Stucco,None,0,CBlock,TA,Rec,864,TA,864,1,1,2,TA,5,0,none,none,none,0,0,4,2008,98000,96
20,83,10420,Edwards,1Story,6,5,2009,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,1212,Ex,1212,0,2,3,Gd,6,0,none,Attchd,RFn,2,460,3,2010,186000,122
60,72,8640,Somerst,2Story,7,5,2009,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,900,Ex,1852,1,2,3,Gd,7,1,TA,Attchd,RFn,2,644,7,2009,252678,276
20,43,13568,CollgCr,1Story,5,5,1995,VinylSd,VinylSd,None,0,PConc,Gd,ALQ,990,Ex,990,0,1,3,TA,5,0,none,Attchd,Unf,2,576,7,2006,156000,224
60,90.41860465,10900,CollgCr,2Story,6,7,1977,HdBoard,HdBoard,BrkFace,153,CBlock,Gd,GLQ,689,Ex,1392,0,1,3,TA,6,0,none,Attchd,Fin,1,299,3,2010,161750,36
20,72,10011,NAmes,1Story,5,6,1957,HdBoard,HdBoard,BrkFace,64,CBlock,TA,BLQ,1070,TA,1236,0,1,2,Gd,6,1,Fa,Attchd,Unf,1,447,5,2006,134450,0
20,65,8450,CollgCr,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,266,PConc,Gd,GLQ,1436,Ex,1436,1,2,3,Gd,8,0,none,Attchd,Unf,2,484,4,2008,210000,237
70,57,9906,OldTown,2Story,4,4,1925,MetalSd,MetalSd,None,0,CBlock,TA,Unf,686,Fa,1328,0,1,3,TA,8,0,none,Detchd,Unf,1,210,9,2006,107000,232
50,90.41860465,15660,Crawfor,1.5Fin,7,9,1939,VinylSd,VinylSd,BrkFace,312,CBlock,TA,BLQ,798,Ex,1954,0,1,3,Gd,8,2,TA,Attchd,Unf,2,431,5,2008,311500,269
120,43,3010,Blmngtn,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,16,PConc,Gd,GLQ,1248,Ex,1248,0,2,2,Gd,5,0,none,Attchd,Fin,2,438,3,2006,167240,108
20,73,8990,CollgCr,1Story,7,5,2006,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1498,Ex,1498,0,2,2,Gd,5,0,none,Attchd,RFn,2,675,4,2006,204900,384
60,90.41860465,8068,Gilbert,2Story,6,5,2002,VinylSd,VinylSd,None,0,PConc,Gd,Unf,1010,Ex,2267,0,2,4,Gd,8,1,TA,BuiltIn,RFn,2,390,12,2009,200000,166
60,85,11475,NWAmes,2Story,6,6,1975,VinylSd,VinylSd,None,0,CBlock,Gd,ALQ,713,TA,1552,1,2,3,TA,6,1,TA,Attchd,RFn,2,434,2,2006,179900,417
20,70,10500,NAmes,1Story,4,6,1971,HdBoard,HdBoard,None,0,CBlock,TA,ALQ,864,Gd,864,0,1,2,TA,4,0,none,Detchd,Unf,2,576,3,2009,97000,216
20,103,13472,NridgHt,1Story,10,5,2003,VinylSd,VinylSd,BrkFace,922,PConc,Ex,GLQ,2392,Ex,2392,0,2,3,Ex,8,1,Ex,Attchd,Fin,3,968,6,2009,386250,353
160,21,1680,BrDale,2Story,5,5,1971,HdBoard,HdBoard,BrkFace,142,CBlock,TA,Unf,630,TA,1302,0,2,3,TA,6,0,none,Detchd,Unf,1,280,5,2009,112000,0
60,82,9950,NoRidge,2Story,7,5,1995,VinylSd,VinylSd,BrkFace,290,PConc,Gd,GLQ,1203,Ex,2520,0,2,4,Gd,9,1,TA,Attchd,RFn,3,721,6,2007,290000,338
160,21,1869,BrDale,2Story,6,6,1970,HdBoard,HdBoard,BrkFace,127,CBlock,TA,Rec,483,TA,987,0,1,2,TA,5,0,none,Detchd,Unf,1,280,9,2008,106000,0
20,70,8521,Sawyer,1Story,5,5,1967,HdBoard,HdBoard,None,0,CBlock,TA,ALQ,912,TA,912,0,1,3,TA,5,1,Fa,Detchd,Unf,1,336,5,2010,125000,0
120,43,3182,Blmngtn,1Story,7,5,2005,VinylSd,VinylSd,BrkFace,16,PConc,Gd,GLQ,1373,Ex,1555,0,2,2,Gd,7,1,TA,Attchd,Fin,2,430,5,2009,192500,163
20,73,8760,NAmes,1Story,6,6,1959,MetalSd,MetalSd,BrkFace,220,CBlock,TA,Unf,1194,TA,1194,1,1,3,TA,6,0,none,Attchd,RFn,1,312,4,2010,148000,120
60,174,15138,NoRidge,2Story,8,5,1995,VinylSd,VinylSd,BrkFace,506,PConc,Gd,GLQ,1462,Ex,2794,1,2,4,Ex,9,1,TA,Attchd,Fin,3,810,7,2009,403000,348
160,21,1680,BrDale,2Story,6,5,1972,HdBoard,HdBoard,BrkFace,297,CBlock,TA,Unf,483,TA,987,0,1,2,TA,5,1,Po,Attchd,Unf,1,288,6,2006,94500,0
20,75,10650,CollgCr,1Story,5,6,1976,HdBoard,HdBoard,None,0,CBlock,TA,LwQ,894,TA,894,1,1,3,TA,5,0,none,Attchd,Unf,1,308,2,2010,128200,365
160,21,1680,BrDale,2Story,6,3,1971,HdBoard,HdBoard,BrkFace,604,CBlock,TA,ALQ,483,TA,987,0,1,2,TA,5,0,none,Detchd,Unf,1,264,8,2008,89500,0
20,65,8773,CollgCr,1Story,7,5,2004,VinylSd,VinylSd,BrkFace,98,PConc,Gd,GLQ,1414,Ex,1414,0,2,3,Gd,6,0,none,Attchd,RFn,2,494,5,2010,185500,237
60,90.41860465,9453,SawyerW,2Story,7,7,1993,HdBoard,HdBoard,None,0,PConc,Gd,BLQ,996,Ex,1744,0,2,3,Gd,7,0,none,Attchd,RFn,2,457,2,2010,194500,440
20,93,12030,NridgHt,1Story,8,5,2007,VinylSd,VinylSd,BrkFace,254,PConc,Ex,Unf,1694,Ex,1694,0,2,3,Gd,7,0,none,Attchd,Fin,3,818,12,2007,318000,396
50,52,8741,Edwards,1.5Fin,6,4,1945,VinylSd,VinylSd,None,0,CBlock,TA,LwQ,735,TA,1487,0,1,3,TA,7,1,Gd,Detchd,Unf,1,220,4,2010,113000,140
20,75,9000,Somerst,1Story,8,5,2008,VinylSd,VinylSd,Stone,36,PConc,Gd,GLQ,1566,Ex,1566,1,2,3,Gd,7,0,none,Attchd,RFn,2,750,4,2010,262500,312
30,40,3880,OldTown,1Story,5,9,1945,VinylSd,VinylSd,None,0,CBlock,TA,ALQ,686,Gd,866,0,1,2,Gd,4,0,none,none,none,0,0,8,2007,110500,100
50,63,5000,OldTown,1.5Fin,5,4,1900,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,Unf,540,Gd,1440,0,1,3,TA,6,0,none,Attchd,Unf,1,352,4,2006,79000,77
160,75,10762,SawyerW,2Story,6,6,1980,Plywood,Plywood,None,0,CBlock,Gd,Unf,626,TA,1217,0,1,3,TA,6,1,TA,Attchd,RFn,1,288,4,2009,120000,28
60,90.41860465,8880,SawyerW,2Story,7,5,1994,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,948,Ex,2110,1,2,3,Gd,8,2,Fa,Attchd,RFn,2,463,5,2010,205000,130
20,80,10400,NWAmes,1Story,7,5,1988,Wd Sdng,Wd Sdng,BrkFace,102,CBlock,Gd,GLQ,1845,Gd,1872,0,2,3,TA,6,1,TA,Attchd,Fin,2,604,6,2006,241500,236
190,69,9142,OldTown,2Story,6,8,1910,AsbShng,AsbShng,None,0,Stone,Fa,Unf,1020,Gd,1928,0,2,4,Fa,9,0,none,Detchd,Unf,1,440,4,2006,137000,172
20,75,11310,NAmes,1Story,6,5,1954,Wd Sdng,BrkFace,None,0,CBlock,TA,Unf,1367,Ex,1375,0,1,2,TA,5,1,TA,Attchd,Unf,2,451,6,2006,140000,30
60,72,11317,CollgCr,2Story,7,5,2003,VinylSd,VinylSd,BrkFace,101,PConc,Gd,Unf,840,Ex,1668,0,2,3,Gd,8,0,none,Attchd,RFn,2,500,9,2007,180000,212
50,95.34883721,159000,ClearCr,1.5Fin,6,7,1958,Wd Sdng,HdBoard,BrkCmn,472,CBlock,Gd,Rec,1444,Gd,2144,0,2,4,Gd,7,2,TA,Attchd,Fin,2,389,6,2007,277000,98
30,55,5350,BrkSide,1Story,3,2,1940,Wd Sdng,Plywood,None,0,CBlock,TA,Unf,728,Ex,1306,0,1,3,Fa,6,0,none,none,none,0,0,5,2010,76500,263
120,44,4750,Crawfor,1Story,8,5,2006,VinylSd,VinylSd,Stone,481,PConc,Gd,GLQ,1573,Ex,1625,1,2,2,Gd,5,1,Gd,Attchd,Fin,2,538,12,2007,235000,276
60,65,8366,SawyerW,2Story,6,5,2004,VinylSd,VinylSd,None,0,PConc,Gd,Unf,798,Ex,1640,0,2,3,Gd,6,0,none,Attchd,RFn,2,520,12,2008,173000,183
80,85,9350,NAmes,SLvl,6,7,1964,HdBoard,HdBoard,BrkFace,108,CBlock,Gd,LwQ,1302,Ex,1302,0,2,3,Gd,7,0,none,Attchd,RFn,1,309,10,2007,158000,333
20,70,8400,NAmes,1Story,5,6,1957,MetalSd,MetalSd,None,0,CBlock,TA,Rec,1314,TA,1314,1,1,3,TA,5,0,none,Attchd,RFn,1,294,6,2010,145000,250
60,66,8738,Gilbert,2Story,7,5,1999,VinylSd,VinylSd,BrkFace,302,PConc,Gd,Unf,975,Ex,2291,0,2,4,Gd,8,1,TA,BuiltIn,Fin,2,429,2,2006,230000,192
60,64,8791,Somerst,2Story,6,5,2003,VinylSd,VinylSd,None,0,PConc,Gd,Rec,864,Ex,1728,0,2,3,Gd,7,0,none,Attchd,RFn,2,673,5,2008,207500,272
20,68,8814,CollgCr,1Story,7,5,2006,VinylSd,VinylSd,Stone,180,PConc,Gd,GLQ,1604,Ex,1604,1,2,3,Gd,8,1,Gd,Attchd,RFn,2,660,3,2009,220000,233
60,80,12435,CollgCr,2Story,7,5,2001,VinylSd,VinylSd,BrkFace,172,PConc,Gd,GLQ,963,Ex,1792,0,2,3,Gd,7,1,TA,Attchd,RFn,2,564,5,2008,231500,96
80,120,19296,NAmes,SLvl,6,5,1962,Wd Sdng,Wd Sdng,BrkFace,399,CBlock,TA,Rec,1362,TA,1382,1,1,3,TA,6,1,TA,Attchd,Unf,2,884,5,2009,176000,252
60,69,9588,CollgCr,2Story,8,5,2007,CemntBd,CmentBd,Stone,270,PConc,Ex,Unf,1482,Ex,2574,0,2,3,Ex,10,1,Gd,BuiltIn,Fin,3,868,11,2007,276000,148
80,88,8471,Sawyer,SLvl,6,7,1977,HdBoard,Plywood,BrkFace,46,CBlock,Gd,ALQ,506,TA,1212,1,1,3,TA,6,1,TA,Attchd,Unf,2,492,7,2006,151000,304
50,50,5500,OldTown,1.5Fin,5,7,1929,Wd Sdng,Wd Sdng,None,0,BrkTil,TA,LwQ,926,TA,1316,1,1,3,TA,6,0,none,Detchd,Unf,2,484,4,2010,130000,0
30,30,5232,OldTown,1Story,5,5,1925,Wd Sdng,Wd Sdng,None,0,BrkTil,Fa,Unf,680,Gd,764,0,1,2,TA,4,0,none,Detchd,Unf,2,504,6,2008,73000,0
20,78,12090,NWAmes,1Story,6,6,1981,MetalSd,MetalSd,BrkFace,210,CBlock,Gd,GLQ,1422,TA,1422,0,2,3,Gd,7,1,TA,Attchd,Fin,2,576,6,2008,175500,276
60,70,11207,Gilbert,2Story,6,5,1997,VinylSd,VinylSd,None,0,PConc,Gd,GLQ,802,Gd,1511,1,2,3,TA,8,1,TA,Attchd,Fin,2,413,6,2006,185000,170
75,60,8400,SWISU,2.5Fin,5,8,1939,Wd Sdng,Wd Sdng,None,0,PConc,TA,LwQ,720,Ex,2192,0,2,4,Gd,8,1,Gd,Detchd,Unf,1,240,7,2008,179500,286
30,71,6900,IDOTRR,1Story,5,6,1940,VinylSd,VinylSd,None,0,CBlock,TA,ALQ,740,Ex,778,0,1,2,TA,4,1,Gd,Detchd,Fin,1,924,2,2008,120500,25
20,90.41860465,7917,Edwards,1Story,6,7,1976,HdBoard,HdBoard,BrkFace,174,CBlock,TA,BLQ,1143,TA,1113,1,1,3,TA,6,1,Fa,Attchd,RFn,1,504,5,2007,148000,400
